date,ticker,cOpra,pOpra,call_entry,put_entry,call_exit,put_exit,entry_cost,exit_value,return_pct,dollar_pnl
2026-03-12,WDAY,WDAY260313C00143000,WDAY260313P00143000,4.3,3.6,0.0,0.0,7.9,0.0,-1.0,-790.0
2026-03-12,MCK,MCK260313C00930000,MCK260313P00930000,9.4,18.3,0.0,0.0,27.700000000000003,0.0,-1.0,-2770.0000000000005
2026-03-12,VRTX,VRTX260313C00500000,VRTX260313P00500000,7.1,10.0,0.0,0.0,17.1,0.0,-1.0,-1710.0000000000002
2026-03-12,TGT,TGT260313C00121000,TGT260313P00121000,1.64,2.55,0.0,0.0,4.1899999999999995,0.0,-1.0,-418.99999999999994
2026-03-12,EQT,EQT260313C00062000,EQT260313P00062000,1.02,1.16,0.0,0.0,2.1799999999999997,0.0,-1.0,-217.99999999999997
2026-03-12,WBD,WBD260320C00028000,WBD260320P00028000,0.2,2.38,0.0,0.0,2.58,0.0,-1.0,-258.0
2026-03-12,PEN,PEN260417C00340000,PEN260417P00340000,8.6,10.5,0.0,0.0,19.1,0.0,-1.0,-1910.0000000000002
2026-03-12,ALNY,ALNY260320C00320000,ALNY260320P00320000,12.9,10.1,0.0,0.0,23.0,0.0,-1.0,-2300.0
2026-03-12,FISV,FISV260313C00059500,FISV260313P00059500,1.7,1.35,0.0,0.0,3.05,0.0,-1.0,-305.0
2026-03-12,CHTR,CHTR260313C00220000,CHTR260313P00220000,8.4,5.3,0.0,0.0,13.7,0.0,-1.0,-1370.0
2026-03-12,MNST,MNST260320C00077500,MNST260320P00077500,1.05,2.4,0.0,0.0,3.45,0.0,-1.0,-345.0
2026-03-12,CPNG,CPNG260313C00019500,CPNG260313P00019500,0.74,0.89,0.0,0.0,1.63,0.0,-1.0,-163.0
2026-03-12,AXON,AXON260320C00530000,AXON260320P00530000,23.9,21.8,0.0,0.0,45.7,0.0,-1.0,-4570.0
2026-03-12,EBAY,EBAY260313C00091000,EBAY260313P00091000,3.35,1.4,0.0,0.0,4.75,0.0,-1.0,-475.0
2026-03-12,AFRM,AFRM260313C00050000,AFRM260313P00050000,2.2,1.69,0.0,0.0,3.89,0.0,-1.0,-389.0
2026-03-12,VEEV,VEEV260320C00190000,VEEV260320P00190000,7.5,6.8,0.0,0.0,14.3,0.0,-1.0,-1430.0
2026-03-12,AKAM,AKAM260320C00105000,AKAM260320P00105000,3.8,4.1,0.0,0.0,7.8999999999999995,0.0,-1.0,-790.0
2026-03-12,TTD,TTD260313C00027500,TTD260313P00027500,1.11,0.66,0.0,0.0,1.77,0.0,-1.0,-177.0
2026-03-12,KR,KR260313C00073000,KR260313P00073000,0.86,3.3,0.0,0.0,4.16,0.0,-1.0,-416.0
2026-03-12,ROST,ROST260313C00212500,ROST260313P00212500,3.2,3.9,0.0,0.0,7.1,0.0,-1.0,-710.0
2026-03-12,DXCM,DXCM260313C00068000,DXCM260313P00068000,1.2,1.95,0.0,0.0,3.15,0.0,-1.0,-315.0
2026-03-12,NVS,NVS260320C00160000,NVS260320P00160000,1.8,5.7,0.0,0.0,7.5,0.0,-1.0,-750.0
2026-03-12,CAH,CAH260313C00217500,CAH260313P00217500,3.1,5.3,0.0,0.0,8.4,0.0,-1.0,-840.0
2026-03-12,KHC,KHC260313C00023500,KHC260313P00023500,0.67,0.32,0.0,0.0,0.99,0.0,-1.0,-99.0
2026-03-12,GSK,GSK260313C00056000,GSK260313P00056000,0.0,1.35,,0.0,1.35,0.0,-1.0,-135.0
2026-03-12,TWLO,TWLO260313C00125000,TWLO260313P00125000,4.75,3.2,0.0,0.0,7.95,0.0,-1.0,-795.0
2026-03-12,TPR,TPR260313C00148000,TPR260313P00148000,4.1,4.1,0.0,0.0,8.2,0.0,-1.0,-819.9999999999999
2026-03-12,PINS,PINS260313C00019500,PINS260313P00019500,0.7,0.59,0.0,0.0,1.29,0.0,-1.0,-129.0
2026-03-12,DECK,DECK260313C00105000,DECK260313P00105000,2.7,1.8,0.0,0.0,4.5,0.0,-1.0,-450.0
2026-03-12,W,W260313C00075000,W260313P00075000,3.65,3.2,0.0,0.0,6.85,0.0,-1.0,-685.0
2026-03-12,CPRT,CPRT260417C00037500,CPRT260417P00037500,1.15,2.3,0.0,0.0,3.4499999999999997,0.0,-1.0,-345.0
2026-03-12,DUOL,DUOL260313C00096000,DUOL260313P00096000,4.0,3.4,0.0,0.0,7.4,0.0,-1.0,-740.0
2026-03-12,WST,WST260320C00230000,WST260320P00230000,12.2,4.7,0.0,0.0,16.9,0.0,-1.0,-1689.9999999999998
2026-03-12,FFIV,FFIV260320C00290000,FFIV260320P00290000,7.2,10.7,0.0,0.0,17.9,0.0,-1.0,-1789.9999999999998
2026-03-12,DPZ,DPZ260320C00400000,DPZ260320P00400000,8.5,13.8,0.0,0.0,22.3,0.0,-1.0,-2230.0
2026-03-12,CHD,CHD260417C00100000,CHD260417P00100000,4.4,3.7,0.0,0.0,8.100000000000001,0.0,-1.0,-810.0000000000001
2026-03-12,PODD,PODD260320C00240000,PODD260320P00240000,6.5,9.6,0.0,0.0,16.1,0.0,-1.0,-1610.0000000000002
2026-03-12,FIS,FIS260313C00051000,FIS260313P00051000,1.25,0.0,0.0,,1.25,0.0,-1.0,-125.0
2026-03-12,KEYS,KEYS260320C00290000,KEYS260320P00290000,6.2,11.9,0.0,0.0,18.1,0.0,-1.0,-1810.0000000000002
2026-03-12,OKTA,OKTA260313C00080000,OKTA260313P00080000,2.67,2.09,0.0,0.0,4.76,0.0,-1.0,-476.0
2026-03-12,LYFT,LYFT260313C00013500,LYFT260313P00013500,0.29,0.64,0.0,0.0,0.9299999999999999,0.0,-1.0,-93.0
2026-03-12,CAVA,CAVA260313C00081000,CAVA260313P00081000,2.32,3.75,0.0,0.0,6.07,0.0,-1.0,-607.0
2026-03-12,SFM,SFM260417C00075000,SFM260417P00075000,6.5,4.4,0.0,0.0,10.9,0.0,-1.0,-1090.0
2026-03-12,NI,NI260717C00050000,NI260717P00050000,1.55,5.1,0.0,0.0,6.6499999999999995,0.0,-1.0,-665.0
2026-03-12,MEDP,MEDP260320C00470000,MEDP260320P00470000,15.0,17.0,0.0,0.0,32.0,0.0,-1.0,-3200.0
2026-03-12,GRMN,GRMN260320C00240000,GRMN260320P00240000,6.8,7.4,0.0,0.0,14.2,0.0,-1.0,-1420.0
2026-03-12,CELH,CELH260313C00045500,CELH260313P00045500,1.0,1.74,0.0,0.0,2.74,0.0,-1.0,-274.0
2026-03-12,ONON,ONON260313C00041000,ONON260313P00041000,0.94,0.81,0.0,0.0,1.75,0.0,-1.0,-175.0
2026-03-12,BAX,BAX260313C00017500,BAX260313P00017500,0.4,0.5,0.0,0.0,0.9,0.0,-1.0,-90.0
2026-03-12,GDDY,GDDY260313C00090000,GDDY260313P00090000,3.1,0.0,0.0,,3.1,0.0,-1.0,-310.0
2026-03-12,GAP,GAP260313C00023000,GAP260313P00023000,0.81,0.0,0.0,,0.81,0.0,-1.0,-81.0
2026-03-12,LDOS,LDOS260320C00175000,LDOS260320P00175000,4.6,6.5,0.0,0.0,11.1,0.0,-1.0,-1110.0
2026-03-12,ELF,ELF260313C00080000,ELF260313P00080000,3.4,2.0,0.0,0.0,5.4,0.0,-1.0,-540.0
2026-03-12,VRSN,VRSN260320C00240000,VRSN260320P00240000,4.7,3.9,0.0,0.0,8.6,0.0,-1.0,-860.0
2026-03-12,MDGL,MDGL260320C00430000,MDGL260320P00430000,20.2,20.5,0.0,0.0,40.7,0.0,-1.0,-4070.0000000000005
2026-03-12,ALGN,ALGN260313C00170000,ALGN260313P00170000,5.3,4.7,0.0,0.0,10.0,0.0,-1.0,-1000.0
2026-03-12,HAS,HAS260320C00095000,HAS260320P00095000,2.95,0.0,0.0,,2.95,0.0,-1.0,-295.0
2026-03-12,MTCH,MTCH260417C00030000,MTCH260417P00030000,2.46,1.18,0.0,0.0,3.6399999999999997,0.0,-1.0,-363.99999999999994
2026-03-12,DOCS,DOCS260320C00025000,DOCS260320P00025000,1.4,1.45,0.0,0.0,2.8499999999999996,0.0,-1.0,-284.99999999999994
2026-03-12,CLH,CLH260320C00290000,CLH260320P00290000,5.0,8.5,0.0,0.0,13.5,0.0,-1.0,-1350.0
2026-03-12,CGNX,CGNX260320C00050000,CGNX260320P00050000,2.6,1.7,0.0,0.0,4.3,0.0,-1.0,-430.0
2026-03-12,MMYT,MMYT260320C00050000,MMYT260320P00050000,1.85,4.7,0.0,0.0,6.550000000000001,0.0,-1.0,-655.0000000000001
2026-03-12,ANF,ANF260313C00087000,ANF260313P00087000,3.1,3.4,0.0,0.0,6.5,0.0,-1.0,-650.0
2026-03-12,LRN,LRN260320C00085000,LRN260320P00085000,3.4,0.0,0.0,,3.4,0.0,-1.0,-340.0
2026-03-12,COO,COO260320C00075000,COO260320P00075000,1.95,3.4,0.0,0.0,5.35,0.0,-1.0,-535.0
2026-03-12,SYM,SYM260313C00050000,SYM260313P00050000,2.1,1.9,0.0,0.0,4.0,0.0,-1.0,-400.0
2026-03-12,CROX,CROX260320C00082500,CROX260320P00082500,3.8,2.5,0.0,0.0,6.3,0.0,-1.0,-630.0
2026-03-12,SHAK,SHAK260313C00096000,SHAK260313P00096000,3.4,3.1,0.0,0.0,6.5,0.0,-1.0,-650.0
2026-03-12,AAP,AAP260313C00051000,AAP260313P00051000,3.45,2.4,0.0,0.0,5.85,0.0,-1.0,-585.0
2026-03-12,NICE,NICE260320C00120000,NICE260320P00120000,7.6,2.6,0.0,0.0,10.2,0.0,-1.0,-1019.9999999999999
2026-03-12,ZIM,ZIM260320C00029000,ZIM260320P00029000,0.51,2.16,0.0,0.0,2.67,0.0,-1.0,-267.0
2026-03-12,G,G260320C00040000,G260320P00040000,1.0,2.1,0.0,0.0,3.1,0.0,-1.0,-310.0
2026-03-12,REXR,REXR260417C00035000,REXR260417P00035000,2.15,1.55,0.0,0.0,3.7,0.0,-1.0,-370.0
2026-03-12,EXEL,EXEL260417C00041000,EXEL260417P00041000,3.7,3.6,0.0,0.0,7.300000000000001,0.0,-1.0,-730.0000000000001
2026-03-12,CRUS,CRUS260320C00135000,CRUS260320P00135000,5.4,5.2,0.0,0.0,10.600000000000001,0.0,-1.0,-1060.0000000000002
2026-03-12,GMED,GMED260320C00087500,GMED260320P00087500,2.72,3.72,0.0,0.0,6.44,0.0,-1.0,-644.0
2026-03-12,AXSM,AXSM260320C00165000,AXSM260320P00165000,6.1,5.9,0.0,0.0,12.0,0.0,-1.0,-1200.0
