symbol,IV30D,IV180D,stock_price
BJ,0.4506757416955702,0.4506757416955702,97.64
BK,0.2838715130848066,0.2875663282011372,119.56
BKD,0.41649029783292085,0.5583132074662218,15.13
BKR,0.3620836597541145,0.3557221210273001,64.78
BLD,0.4690229073654678,0.42562230809532864,484.79
BLDR,0.5073020997119614,0.5051071141923351,102.93
BLK,0.2964292828033249,0.28532699447257004,1089.02
BMO,0.21302375955145542,0.21335927863366314,148.0
BMRN,0.4297429839658019,0.38869497626787186,61.86
BMY,0.2593292204188308,0.2593292204188308,61.10363006591797
BN,0.3096972791479701,0.3218375216233035,45.57
BNS,0.18977861881331487,0.2001382087965048,75.73
BOOT,0.44111540426011375,0.4922965569398169,198.8
BP,0.30781339249129064,0.28106649726538335,38.27
BR,0.32570969779140485,0.323940130299469,177.43
BRBR,0.590723534600784,0.6335259793708861,18.07
BRKR,0.5045286539307832,0.46088722969572776,40.01
BRO,0.3279780402404817,0.3252631705431725,70.18399810791016
BROS,0.5452545510507582,0.5475077526998418,50.92
BSX,0.29477317050006535,0.33563016397817724,74.55
BTI,0.23023440350010757,0.23699737715298605,62.92
BTU,0.6055809664650901,0.5879758095549759,32.86
BUD,0.21769173853406892,0.2522639833118926,78.61
BURL,0.5078962218037226,0.5078962218037226,308.03000000000003
BWA,0.3328600285219322,0.3328600285219322,59.25
BX,0.4569057594697853,0.43220394506689996,118.39
BXP,0.33636362616155796,0.32871025378957835,60.4
CACI,0.3873841162109982,0.3873841162109982,584.29
CAG,0.2711280587443903,0.28254865432105647,18.42
CARR,0.3484378749255995,0.35509398193582936,61.11
CART,0.4855496984229325,0.4784125082051524,36.2
CASY,0.36987720691584347,0.30052715626404664,677.35
CAVA,0.5386928182934942,0.5386928182934942,84.36
CB,0.18983680687392632,0.19584403843139725,336.58
CBOE,0.23458219262747665,0.2384838035667732,290.35
CBRE,0.3546499201981108,0.36982513380679966,146.23
CCEP,0.20598488883930863,0.20598488883930863,107.69
CCI,0.288603734338334,0.29261053569150475,87.39
CCJ,0.5914420862355237,0.5914420862355237,121.92
CCK,0.24568964803867302,0.2674656621410445,114.36
CCL,0.5217257223660096,0.5217257223660096,31.52
CDE,0.8380723440755671,0.8380723440755671,24.9863
CDNS,0.426787633084372,0.42998110019390884,298.38
CDW,0.4207934101821351,0.3915552996362261,122.2
CEG,0.49852865595832807,0.4951024304793549,324.04
CELH,0.7281006783788896,0.7281006783788896,50.04
CENX,0.7576593959550797,0.7576593959550797,53.52
CF,0.35938400245341195,0.3610558275145899,95.49
CFG,0.3043194202216749,0.31288350476080035,63.02
CG,0.4681671089734743,0.4681671089734743,51.89
CGNX,0.4296956036562335,0.4957253902899274,57.4
CHD,0.23275743520191008,0.2587013419568359,102.83
CHKP,0.34781838188378467,0.3475196170186843,153.03
CHRW,0.39571825001073935,0.42158049936657305,175.4
CHTR,0.4104969923792161,0.4708182821377476,229.08
CHWY,0.5783589526921438,0.5783589526921438,26.560000000000002
CI,0.29741611449859845,0.3123055781638846,284.81
CIEN,1.0746025800332415,1.0746025800332415,363.96
CIFR,1.0500966747147589,1.0441245625940716,16.43
CINF,0.20616846032033528,0.21802343852639594,164.03
CLF,0.6563367048428133,0.6563367048428133,10.82
CLH,0.25290966767987805,0.2741251818725077,287.42
CLX,0.24686915289639835,0.2728096785817629,125.52
CMCSA,0.27218966413196244,0.27218966413196244,31.16
CME,0.21752423938329135,0.23546944893321134,319.21
CMG,0.3482862531432642,0.38658954116581734,37.26
CMI,0.3290780954309576,0.343714709751873,598.17
CNC,0.46669337283373535,0.46669337283373535,43.15
CNH,0.35036248363518446,0.3696837187953173,12.35
CNI,0.22636246385451525,0.22636246385451525,108.98
CNM,0.484201065756182,0.4399899665846994,54.38
CNP,0.19604420035172695,0.19658552170191174,43.300000000000004
COF,0.38192329615207404,0.36753604327612627,203.3
COIN,0.712839678173298,0.6935857713462101,180.57
COMP,0.7226607390364961,0.7187186138354658,9.475
COO,0.3716653269029818,0.3716653269029818,83.49
COP,0.3332007860121919,0.31414259685501067,109.67
COR,0.2604178745431675,0.2724676016114166,363.89
CORZ,1.0127199888275953,1.0127199888275953,18.150000000000002
COST,0.265288207595339,0.265288207595339,993.57
CP,0.22917464963863785,0.22917464963863785,85.52
CPAY,0.36055512396924305,0.34795627990338823,332.2
CPB,0.3447261439159407,0.3315296755809372,26.19
CPNG,0.5968004399619102,0.5456016846776337,18.3
CPRT,0.3271929530805425,0.32727087792805026,35.72
CR,0.3101410716294736,0.3002647697239164,204.63
CRBG,0.37338781280933814,0.35845134811406365,27.46
CRDO,1.008864603567119,1.008864603567119,120.36
CRH,0.32106872714204165,0.32106872714204165,121.01
CRL,0.4580247964924047,0.4520089390151553,168.79
CRM,0.5620237490622408,0.5620237490622408,189.44
CROX,0.3842625358594672,0.46582193647275855,94.03
CRSP,0.5521213461611953,0.5521213461611953,55.230000000000004
CRUS,0.3714122254134775,0.41237123118186225,143.63
CRWD,0.6292225200196802,0.5385023458181384,358.87
CSCO,0.24410351526025814,0.27596711242649596,78.51
CSGP,0.5244444518173572,0.4888495931586046,43.58
CSL,0.33782087257568927,0.35622952666280516,389.18
CSX,0.26035814455882855,0.25952093391433867,42.34
CTAS,0.2743062101817274,0.25898326965366936,196.78
CTRA,0.3195297146221005,0.3195297146221005,30.060000000000002
CTSH,0.46187774679889537,0.41284416457818507,61.1
CTVA,0.23554773799601958,0.24549564780399707,78.01
CVCO,0.47250652093539264,0.42818382917235376,578.5500000000001
CVE,0.38899658293600764,0.3765330348315592,21.985
CVLT,0.48298273443304696,0.45785557072543825,86.55
CVNA,0.7051008809063931,0.7450832084615426,328.49
CVS,0.3185051010454501,0.3185051010454501,75.95
CVX,0.2751235969671353,0.2751235969671353,183.52
CW,0.37379987674053305,0.3634264707136724,700.5600000000001
CYTK,0.7201701166052032,0.9236509453871837,62.36
CZR,0.5459135703047813,0.5698540176945959,20.72
D,0.21005979627807245,0.21404619971393948,63.24
DAL,0.45479239112151537,0.4353076086394273,68.95539093017578
DASH,0.5035258555661533,0.5035258555661533,173.21
DBX,0.3343999193166619,0.3343999193166619,24.39
DD,0.3279165549103721,0.32789263951129266,50.49
DDOG,0.6227755337488932,0.6095900536727062,108.91
DE,0.2979943528549397,0.3077772208348339,627.99
DECK,0.38437802089767,0.4464355654344065,119.29
DELL,0.6216055166383446,0.5190967077355384,123.77
DEO,0.32132174870432295,0.32132174870432295,86.77
DGX,0.22147649287565027,0.22147649287565027,207.12
DHI,0.36253715658783736,0.36253715658783736,156.1
DHR,0.2908546154554037,0.29063038399854535,210.41
DINO,0.39464411270325805,0.3828482291401124,49.63
DIS,0.27060329695355206,0.2983005389330325,105.02999877929688
DKNG,0.5674253276210267,0.598052123722976,22.6
DKS,0.5582504065694157,0.4742898889720867,212.23000000000002
DLTR,0.5249827922616761,0.4431464196227849,129.07
DOC,0.22891859564593425,0.24646981579784794,17.37
DOCN,0.7124849688352971,0.6870546994406479,60.910000000000004
DOCS,0.5912582367675694,0.7328882606480962,24.63
DOCU,0.8039675992476524,0.6222718725330241,43.25
DOV,0.256828851163056,0.24343698300747385,227.68
DOW,0.44484928453559197,0.44484928453559197,29.82
DOX,0.31104235301674643,0.3060653394228845,66.65
DPZ,0.27999253437268895,0.30555893392825395,402.86
DRI,0.35588923435938324,0.2882264391288539,212.54
DT,0.4426233399181128,0.4426233399181128,34.96
DTE,0.20787293768536688,0.20004273657459717,145.85
DTM,0.22160343636990895,0.2138264992142026,137.52
DUOL,1.0077529870012847,0.9067657850837426,111.11
DVA,0.35475123705978523,0.36780156668173575,148.78
DXCM,0.40436664395393096,0.40436664395393096,72.97
DY,0.5931264242865204,0.5163853970220058,429.08
EA,0.155532224708193,0.1170598074761069,201.34
EAT,0.5360553720847677,0.49463070836848666,141.98
EBAY,0.35860277718323413,0.37522910620462735,83.8
ECL,0.21455619425085454,0.21378093516431967,304.79
ED,0.20199546372449131,0.19881498439825968,111.18
EFX,0.3649380252359813,0.36196965098053213,195.72
EG,0.2546701479888016,0.25569947525274855,335.8
EGO,0.536220696426682,0.558388161727253,44.6
EHC,0.3082131051252703,0.29455517127654085,106.31
EIX,0.2630827401186292,0.271356484239775,75.2
ELAN,0.40136658176353296,0.44823235428687497,26.85
ELF,0.5504108540661867,0.6653004595200747,93.75
ELV,0.34766727438347217,0.3726195804540954,330.63
EME,0.5248052080114253,0.42499327217751093,809.08
EMN,0.39038706849696314,0.3866555231581276,75.84
EMR,0.2787354066861101,0.2787354066861101,149.0229949951172
ENPH,0.6437850729992675,0.6709154409502247,49.160000000000004
ENS,0.4412748520506725,0.4452199383216641,170.17000000000002
EOG,0.3464999902782304,0.3317271335217805,121.83
EQH,0.3907994077709913,0.36314500339226063,41.300000000000004
EQIX,0.271230052587755,0.2696412638375485,960.4200000000001
EQNR,0.3189477759065612,0.3037267097761839,29.150000000000002
EQR,0.19801820484300506,0.19836025821820166,63.0
EQT,0.3813070248440703,0.3739137233254719,59.06
EQX,0.6373970139824634,0.6311030921068421,18.36
ERIC,0.3073440908272901,0.3513021625181273,11.19
ES,0.21195241593009273,0.23087342490727936,74.87
ESTC,0.9577965630536205,0.6518039875975532,58.19
ETN,0.341405857062159,0.3194823521175993,375.42
ETR,0.22355726196087267,0.2377641323330606,106.23
EVR,0.4297225406869143,0.41739837450716655,318.70172119140625
EVRG,0.18362941766777519,0.19342909355304144,82.74
EW,0.2687069584166181,0.3068287541291735,83.9
EXE,0.372231669488435,0.3646249356008041,105.60000000000001
EXEL,0.31499434652914016,0.40026650947006776,44.865
EXK,1.044998776316498,0.9952880303372027,13.555000000000001
EXP,0.3182640790722151,0.31284169766594633,223.55
EXPD,0.3373933335050698,0.3274917300990412,141.03
EXPE,0.4669307569020615,0.48235262911754817,201.24
EXR,0.23592574207276995,0.241013291141975,146.89000000000001
F,0.29783592943899334,0.330173414210977,14.47
FANG,0.3830628601424222,0.3550870714400561,165.66
FAST,0.2886579039224999,0.28891857710527946,44.83
FBIN,0.45887390913703896,0.47040168311216424,53.77
FCNCA,0.3103187231085307,0.32346439694855794,2007.57
FDS,0.606137312288536,0.5480773543659805,203.86
FDX,0.3931909991806769,0.34113555749095564,385.01
FERG,0.3037928143007865,0.31453714442022873,259.44
FFIV,0.33697019439809495,0.4115861293160958,275.33
FHN,0.3150022110462082,0.3129065517331594,24.490000000000002
FICO,0.49905573772104794,0.49905573772104794,1294.4
FIS,0.3777359086504796,0.3777359086504796,48.53
FITB,0.3291393204589088,0.2968246049020417,51.25
FIVE,0.5204015846307504,0.459506154795314,222.17000000000002
FIX,0.601625141844183,0.6350068856639635,1462.52
FLEX,0.5057270569132927,0.49777737032568364,66.33
FLS,0.33450953659365007,0.3685448559425092,91.92
FLUT,0.6884120099647811,0.6009932827197682,120.13
FN,0.6219289215380153,0.6273697344665632,630.72
FNB,0.4357787951075792,0.41151643328251464,17.82
FND,0.5175397383478947,0.49373716609935747,68.62
FNV,0.4436347737602928,0.4035578362684648,276.37
FORM,0.6915749751859142,0.6707273805333709,106.45
FOX,0.36017603959540656,0.36017603959540656,49.550000000000004
FROG,0.73880010057199,0.6756788144203846,39.53
FSLR,0.5566145053147991,0.5741429602537682,211.91
FTAI,0.6703639123631848,0.6185037432543176,302.40000000000003
FTI,0.3818976689557951,0.3907835871106228,66.01
FTNT,0.3916050219795354,0.3916050219795354,76.76
FTV,0.40364552761874956,0.33411317161355547,58.480000000000004
FUTU,0.5513647925753542,0.5513647925753542,150.24
FWONK,0.3719574990635941,0.33392393663689357,89.06
G,0.3022612569723474,0.3737204855956137,37.9
GAP,0.7190486758830078,0.5525039089418896,27.560000000000002
GDDY,0.475979969910123,0.47753343634903866,78.94
GDS,0.6669474299908649,0.6790807520700398,44.94
GE,0.33007033241549955,0.3361954194177749,342.0
GEV,0.49928851002433805,0.49928851002433805,888.15
GFI,0.6082526275074243,0.5973998057916198,58.955000000000005
GFS,0.454993861127308,0.5029369250506477,48.48551940917969
GGG,0.23323092953440952,0.23323092953440952,92.21000000000001
GH,0.5527991392141767,0.5527991392141767,95.9
GILD,0.2525252837271094,0.30206784091040767,148.28
GKOS,0.48848316587899343,0.4757644973912998,121.21000000000001
GLPI,0.19849156078851304,0.19849156078851304,48.0
GLW,0.7216680635060153,0.7216680635060153,160.23
GM,0.32793970072381534,0.34360500873397676,82.87
GME,0.45804317217576246,0.45804317217576246,23.95
GMED,0.3035509532928493,0.39106598542075555,96.16
GNRC,0.49304470778417797,0.49304470778417797,236.73000000000002
GOOG,0.314035338465923,0.3517479542328791,310.78802490234375
GOOGL,0.3209718559049119,0.35418805196441117,310.7
GPC,0.27437174421171395,0.2942758137462996,116.24000000000001
GPK,0.46189708836742305,0.46900814135045504,12.02
GPN,0.3737841131146968,0.41046836802941383,77.13
GRMN,0.2590452226763561,0.327329359026846,249.63
GS,0.33391747119481374,0.33609129131270815,915.28
GTLB,0.8213523853323891,0.688327590969486,25.64
GWRE,0.7849276783972107,0.6776805772751335,133.32
GWW,0.2378631262657912,0.23426259553261883,1123.05
H,0.3667254404794113,0.3555176573736001,167.9
HAL,0.4214837946266359,0.4214837946266359,34.99
HALO,0.31790540086967534,0.37900155854546014,69.82000000000001
HAS,0.28294301028185187,0.3154419857255284,99.06
HBAN,0.3251239049820805,0.3251239049820805,17.3
HBM,0.5652992902970654,0.6086405679302996,28.155
HCA,0.2665185361939739,0.27315419752544556,537.05
HD,0.24281764546117152,0.25441690043820536,374.11
HDB,0.23700512521394018,0.239199980851424,32.160000000000004
HEI,0.3930966188022249,0.31247908354352916,343.3
HIG,0.2005859820213357,0.21409276750328723,140.53
HII,0.397917312270779,0.3902315626718218,435.05
HIMS,0.9506320288951916,1.005830493122605,15.96
HL,0.8655755157380907,0.8388754083451674,24.065900000000003
HLI,0.30174311959628924,0.30611160299006257,165.38
HMY,0.6326888473542178,0.5922487677513107,21.720000000000002
HON,0.22863048689629237,0.25125429246054376,243.68
HOOD,0.6679624850415662,0.6838926282545087,76.95
HPQ,0.4551291027749085,0.4531581372688598,18.39
HRB,0.43376864445033847,0.4603295198953793,30.54
HRL,0.3343328748643984,0.3002394647133627,25.13
HSBC,0.23470911872784228,0.2575749638487789,94.55
HSY,0.2641822038127274,0.27411634517707706,226.79
HUBB,0.29381150215437724,0.2856110140875579,527.34
HUBS,0.6907635792835424,0.6857252726239943,238.69
HUM,0.4417326261920388,0.5196650448926332,176.49
HUT,1.0606138069910456,1.0606138069910456,56.26
HXL,0.3130699638967987,0.30509915123157577,92.96000000000001
IAG,0.6276034610064575,0.6507404752822459,23.19
IBM,0.4038456573763849,0.4038456573763849,238.0457000732422
IBN,0.2183500389026103,0.23891277127379468,30.93
ICE,0.2543948377206517,0.2673369474461754,158.43630981445312
ICLR,0.6234615287512908,0.5964087203536557,101.38
IDCC,0.5044152132396453,0.5407063006773116,378.05
IDXX,0.3032542788222376,0.3447398241241356,661.76
IEX,0.25783070130151764,0.2639887910223775,206.88
IFF,0.2828871470131408,0.2828871470131408,79.31
ILMN,0.47034505740436083,0.434642788181731,122.68
INCY,0.34667384313793687,0.38396319303889975,99.32000000000001
INFY,0.48496649105582,0.5354571427003146,14.1
INSM,0.4188661240900757,0.4803584836189946,151.02
INSP,0.5541425833924347,0.6289583685393848,59.57
INTC,0.6219339018825379,0.6122682829007285,46.09
INTU,0.6207251603189516,0.5404387331435003,367.68
INVH,0.27923550601776714,0.2845393566248613,25.5
IONQ,1.0285773565613432,1.0285773565613432,33.78
IOT,0.8648865499479452,0.6979449360297448,27.43
IP,0.3641822246185345,0.37771517489379947,41.910000000000004
IQV,0.3929294615382009,0.3875651261493441,164.20000000000002
IR,0.3014076485400219,0.3085262013239798,94.03
IREN,1.0401443608651844,1.0401443608651844,45.6135
IRM,0.36276795111733906,0.36276795111733906,111.4
IRTC,0.466925904472016,0.45588283527602186,136.6
IT,0.562399204234055,0.5711430365972461,148.5
ITT,0.26588518705249886,0.28409266449425724,207.65
ITW,0.21624296461312204,0.2262961002634369,291.6
IVZ,0.39775746355774844,0.3827442671724908,26.75
J,0.3069711926839733,0.2929898731909636,133.82
JAZZ,0.32773557222792793,0.3297874991481683,195.26
JBHT,0.3628303441945523,0.3993838790038168,217.81
JCI,0.29106167228723523,0.2886362338497801,144.9696044921875
JD,0.4066635828953592,0.4066635828953592,27.5
JEF,0.4622280265069797,0.47065796481975775,50.69
JHX,0.3705825858711101,0.4068718822669295,24.69
JKHY,0.31996227499824814,0.31996227499824814,156.34
JLL,0.4104479158282594,0.3727430247607359,313.39
JNJ,0.21196114206706765,0.21703176621856082,245.14930725097656
JPM,0.2814783559518163,0.2814783559518163,301.68
KDP,0.25209057114439365,0.24645398581986622,30.59
KEY,0.3257723322721532,0.31432253445855285,21.34
KEYS,0.3431605840638864,0.3980411146507776,306.5
KHC,0.28304937005311215,0.28304937005311215,24.36
KIM,0.23285985592663477,0.22713814672867988,23.23
KLAC,0.5186367810705697,0.5008834028219826,1552.3400000000001
KMB,0.24671962302321448,0.24957729715936933,109.34
KMX,0.5180323663668724,0.5180323663668724,42.36
KNX,0.3779896080362846,0.3891529593414455,58.9
KO,0.18304816627538478,0.18304816627538478,80.44
LAD,0.3635012659425175,0.39163982139625475,279.41
LBRT,0.6199566755439894,0.6217106986957769,28.23
LDOS,0.2938558009611403,0.3217221453217115,170.35
LECO,0.29398000590489604,0.29925879239975955,285.34000000000003
LEN,0.43954198046858406,0.40490152021355696,109.72
LH,0.23593875844622786,0.249579453079979,282.12
LHX,0.31215406923363864,0.3020904608552585,344.31
LII,0.35331524244488244,0.3688123518089404,539.38
LIN,0.21979696921906172,0.23785239828372917,506.12
LITE,1.1438377531736768,1.1106641408935474,743.5
LLY,0.35721812906832295,0.37832612050335096,1038.08
LMND,0.7902331104738969,0.7902331104738969,51.54
LMT,0.3256059014710696,0.3126855898260843,649.45
LNT,0.2066154811513482,0.22378151184010397,71.58
LPLA,0.4186860045769643,0.43091309533628297,316.3
LPX,0.4220859829755332,0.4250036316951435,82.44
LRCX,0.6266401286248571,0.611912898614437,248.8
LRN,0.4595067475912926,0.5787281675322717,83.96000000000001
LSCC,0.5102903093513426,0.5102903093513426,101.03
LSTR,0.409728118099424,0.38892585721734424,144.47
LULU,0.5999092079442402,0.5999092079442402,180.96
LUNR,1.3111998690853541,1.1658785239333587,16.37
LUV,0.4598852558420007,0.45882012553681106,49.83
LVS,0.3911899496472605,0.39535171021729076,54.06
LW,0.32060279278807646,0.32060279278807646,46.61
LYB,0.4409050260827184,0.43908314758142286,56.480000000000004
LYFT,0.5109517951233477,0.5109517951233477,13.38
LYV,0.3725174080409036,0.3406725486422528,157.03
M,0.5865121088160192,0.5041400518706,20.36600112915039
MA,0.2655192702968152,0.2663556986532042,506.99
MAA,0.18412462559597767,0.22636423696143348,133.83
MANH,0.46860770916622685,0.46198265908587316,135.35
MAR,0.27444130161406133,0.29144307442277034,345.19
MAS,0.33234884988298125,0.3299555665067244,71.63
MASI,0.07138143950278147,0.07138143950278147,175.35
MAT,0.3649396029193948,0.39699393734795274,16.8
MCHP,0.4805019581597477,0.4805019581597477,75.61
MCK,0.2578669705091332,0.28810430024799927,959.1
MDB,0.9452819165443216,0.7016149114299205,312.6
MDGL,0.48121598634822954,0.6094262769467421,436.26
MDLZ,0.22638003924415484,0.22638003924415484,60.1
MEDP,0.3884508961254738,0.4416774095548999,438.82
MELI,0.40299046928243554,0.4311205801005896,1735.18
MET,0.2769422934914529,0.2857872126449162,74.64
META,0.3144294428688207,0.36852574945612854,650.2000122070312
MGM,0.4212357305864146,0.4212357305864146,35.26
MHK,0.36792894441697255,0.3894004603503206,123.54400634765625
MKC,0.23556425558264227,0.23556425558264227,68.66
MKSI,0.6378157182389759,0.6239925018051251,257.0151062011719
MLI,0.3038541055753512,0.30185983256130827,119.0
MLM,0.2640169820233393,0.26407326263069014,677.4155883789062
MMYT,0.6083055436650328,0.5334964652747068,57.08
MNDY,0.7571497055734202,0.7894304018843382,73.55
MNST,0.36066449605839956,0.3174013803965986,85.64
MO,0.1969154668959797,0.217414854617021,69.23
MOS,0.41741342058469505,0.4353088171314079,27.29
MP,0.7511111799407486,0.6772769957433205,59.39
MPWR,0.5026955987307917,0.5026955987307917,1224.81
MRK,0.266085262974378,0.266085262974378,123.16
MRNA,0.8135336474919372,0.8135336474919372,52.32
MRVL,0.7050572708896377,0.7050572708896377,80.19
MS,0.33989638737977496,0.3333973803467505,173.34
MSI,0.1992184548760626,0.24488842222227433,469.25
MSTR,0.7845915865217328,0.8251549155987374,134.3
MTB,0.27995376652914183,0.27121958404483276,222.06
MTCH,0.384260104930942,0.384260104930942,31.3
MTD,0.288010331376466,0.29408679212196964,1386.66
MTN,0.5092433014377373,0.40700944194340855,138.56
MTZ,0.6130014452169084,0.5050528969517818,288.56
MU,0.7964165451395822,0.7197343471653019,427.4047546386719
MUSA,0.3727326882789259,0.3708516131737544,383.53000000000003
NBIS,0.9579841987620827,0.9181105318523984,105.35000000000001
NBIX,0.2974388428760515,0.3925113841102648,131.99
NCLH,0.6299287442692203,0.6299287442692203,23.87
NDAQ,0.29273536319526716,0.2884415075775478,84.05
NDSN,0.2184138480489356,0.2451169841108189,291.24
NEE,0.2597338255732775,0.2597338255732775,95.54
NEM,0.5273383047486631,0.4983429141568469,126.78
NET,0.5994844689006207,0.5994844689006207,169.27
NEU,0.3042233867701526,0.2970699607457681,615.92
NFLX,0.4124293669909526,0.4124293669909526,82.26
NI,0.23111772984045664,0.23130379787004218,46.58
NICE,0.4370537803754143,0.4934045067736799,110.95
NKE,0.46419798642045657,0.3776184465522228,63.620000000000005
NLY,0.19694471634419602,0.19694471634419602,22.830000000000002
NOC,0.3370300314485672,0.31279252253648804,710.92
NOV,0.3869642417585708,0.43575073955189986,20.17
NOW,0.5184151575568687,0.530077927255545,103.46000000000001
NRG,0.4359407978531359,0.4483069283816625,182.94
NSC,0.2084004541848243,0.22317509017708437,311.27
NTAP,0.48867372722534663,0.4036520369241568,101.91
NTES,0.3859985215443594,0.40010870355875056,115.31
NTNX,0.7854546787775991,0.6071976065804227,37.82
NTR,0.32238695873848805,0.3300104741867973,71.99
NTRA,0.5943368024622603,0.5071899202274364,213.05
